01103,0.133771435,2,0.794267894,99,67,12.6,34.8,
01105,0.407083249,0,0.610624873,1,6,21.7,40.7,
01107,0.196415419,0,0.392830837,8,6,16.4,34.8,
01109,0.179699901,1,0.598999671,33,22,13.5,35.1,
01111,0.133102622,1,0.798615733,9,7,14.9,31.9,
01113,0.20131526,1,0.637498322,44,21,12.9,36.7,
01115,0.161481943,3,0.645927771,49,44,12.8,33.7,
01117,0.125813554,5,0.474220319,141,132,8.7,28.4,
01119,0.227859638,0,1.291204618,7,6,20.1,40.8,
01121,0.110671159,2,0.897666068,49,37,15.3,34,
01123,0.145754889,1,0.874529333,20,17,13.7,33.9,
01125,0.103851403,4,0.553874152,161,110,12.3,33.1,
01127,0.152739381,2,0.687327214,41,34,16.7,33.1,
01129,0.118807176,0,0.534632292,3,6,17.8,34.9,
01131,0.630744278,0,0.720850604,5,5,19.3,40.8,
01133,0.33126294,0,0.745341615,10,15,13.2,29.3,
02013,1.19047619,0,0,1,1,7.6,28.4,
02016,0.52173913,0,0.173913043,0,2,6.2,30,
02020,0.106308761,12,0.199328926,204,231,7,26.5,
02050,1.231251399,0,0.391761809,7,7,5.8,31.9,
02060,2.089864159,0,1.044932079,0,2,8.5,32.6,
02068,0,0,2.082248829,2,7,5.8,29.8,
02070,1.202886929,0,0.601443464,1,2,7.2,38.5,
02090,0.070453013,4,0.271747335,49,65,5.5,25.5,
02100,1.16913484,0,0,1,6,7.9,29.4,
02105,0,0,0,2,3,7.3,,
02110,0.185150898,3,0.277726347,31,29,5.9,26.7,
02122,0.330567009,2,0.417558328,39,77,7.2,29.9,
02130,0.290128382,0,0.290128382,12,12,8.9,34,
02150,0.357500358,0,0.071500072,7,11,6.6,26.2,
02164,0.613120785,0,0,0,0,7.4,34.3,
02170,0.10216383,3,0.214544043,43,50,8.2,27.9,
02180,1.731689926,0,0.101864113,1,10,6,33,
02185,0.824487272,0,0.309182727,2,5,6.5,37.7,
02188,0.907088247,0,0.388752106,2,1,6.5,31.3,
02195,0,0,0,4,1,7.1,,
02198,0,0,0,3,2,7.3,,
02220,0.449438202,0,0.224719101,4,8,6.7,30.5,
02230,0,0,0,2,10,6.4,,
02240,0.432837974,0,0.865675949,2,7,6.9,31.4,
02261,0.84317032,0,0.73777403,9,15,7.4,32.9,
02270,1.747815231,0,0.124843945,0,0,4.6,32.5,
02275,0,0,0,1,1,8.9,,
02282,3.149606299,0,0,0,0,7.9,29.2,
02290,1.622498648,0,0.72111051,0,1,8.3,32.2,
04001,0.125299326,0,0.556885894,16,18,14.4,31.7,
04003,0.149080409,3,0.43939489,61,96,10.3,23.3,
04005,0.152525385,3,0.559259743,120,162,7.6,20.8,
04007,0.131779589,2,0.621246635,34,55,11.2,25.8,
04009,0.15807361,1,0.447875227,16,12,10.3,30.1,
04011,0.213995292,0,0.641985876,2,7,10.7,32.8,
04012,0.346003658,1,0.889723691,15,30,14.8,28.6,
04013,0.120865406,95,0.240752145,2781,2384,9,23.1,
04015,0.09342991,4,0.442562733,114,129,12.8,27,
04017,0.129508515,2,0.527284669,54,78,13.1,27.6,
04019,0.126429046,13,0.288696248,611,651,8.8,23.5,
04021,0.072154021,6,0.186605228,115,109,12.3,29,
04023,0.171324553,1,0.364064675,27,40,8,21,
04025,0.14622288,5,0.329001481,128,205,10.5,20.1,
04027,0.152523776,6,0.319807918,117,77,12.6,26.6,
05001,0.215123158,1,0.860492632,11,12,12.9,34.8,
05003,0.190949017,1,0.763796066,15,6,14.5,35.7,
05005,0.17132927,1,0.489512201,32,31,16,26.6,
05007,0.123802724,8,0.354901144,160,153,9.6,28,
05009,0.107538445,1,0.64523067,23,25,12.4,28.2,
05011,0.269106566,0,0.448510944,6,6,13.1,32.2,
05013,0,0,0.576701269,2,3,13.7,32.2,
05015,0.180219146,1,0.612745098,15,51,13,25.5,
05017,0.268336315,0,0.894454383,5,2,15.2,35.8,
05019,0.088589653,1,0.48724309,19,11,11.6,31.3,
05021,0.264585263,0,0.595316841,9,8,11.1,30.8,
05023,0.312085511,1,0.624171023,16,24,13.5,28.4,
05025,0.118357202,0,0.59178601,1,1,13,31.7,
05027,0.125349935,1,0.668532988,22,8,12.9,31.8,
05029,0.18972632,1,0.758905279,7,12,13.7,29.5,
05031,0.195087692,5,0.380420999,76,70,13.1,31.9,
05033,0.129665948,2,0.421414331,28,30,11.4,30.1,
05035,0.181642044,1,0.585291031,34,20,15.8,36.4,
05037,0.174145237,1,0.754629361,12,7,13.6,31.4,
05039,0.386847195,0,1.031592521,3,6,14.4,34,
05041,0.32615786,0,0.652315721,9,11,15.1,35.6,
05043,0.10739985,1,0.644399098,15,13,13.6,31.8,
05045,0.082803392,3,0.389175941,79,70,11.2,29.4,
05047,0.112327998,1,0.561639989,6,13,13.8,32.9,
05049,0.082474227,0,0.494845361,4,4,15.6,28.8,
05051,0.174677873,4,0.503483282,85,100,14.5,27.1,
05053,0.110229277,1,0.606261023,6,9,11.1,32.4,
05055,0.114432187,1,0.366183,28,22,12.9,30.7,
05057,0.134366462,1,0.716621131,11,13,13.5,33.4,
05059,0.179812994,1,0.419563654,14,9,12.2,32.5,
05061,0.074074074,1,0.814814815,9,8,13.4,32.3,
05063,0.162342055,1,0.568197191,21,27,13.1,29,
05065,0.296603886,0,0.667358742,3,7,15.5,27.1,
05067,0.171096156,0,0.684384624,9,8,12.9,31.2,
05069,0.235141154,1,0.539441471,56,32,15.4,37.4,
05071,0.076908287,2,0.422995578,11,11,12.5,30.7,
05073,0.281254395,0,0.984390381,3,1,15.3,32.2,
05075,0.236253027,0,0.649695824,6,11,13.2,32.1,
05077,0.101419878,0,0,3,1,13.1,35.6,
05079,0.071581961,0,0.357909807,5,6,12.3,33.8,
05081,0.159591446,1,0.558570061,6,3,12.9,33.1,
05083,0.091082977,0,0.865288278,13,9,13.8,28.4,
05085,0.111798985,2,0.461170815,38,31,13.1,32.4,
05087,0.254129606,0,0.381194409,3,11,11.8,29.1,
05089,0.183295656,1,0.366591312,5,11,12.2,30.2,
05091,0.161186331,1,0.598692088,24,22,12.3,36.1,
05093,0.248671866,2,0.746015599,32,24,15.9,34.7,
05095,0.395673965,0,0.923239251,5,5,17.2,32.1,
05097,0.110107906,0,0.440431623,4,6,14.3,27.7,
05099,0.114639459,0,0.802476212,3,2,13.9,31.3,
05101,0.506072874,0,0.506072874,1,5,12.8,31,
05103,0.161108426,1,0.563879491,16,9,14.8,33.5,
05105,0.09760859,0,0.390434358,1,4,12.2,28.9,
05107,0.351229303,1,0.551931761,7,9,16.7,38.2,
05109,0.362844702,0,0.634978229,5,8,12.4,29,
05111,0.206219583,1,0.701146581,17,13,13.8,34.1,
05113,0.197775031,1,0.593325093,8,19,13.9,31.9,
05115,0.110757741,1,0.522143637,52,34,11.2,31.1,
05117,0.240847784,0,0.842967245,1,4,14.3,30.3,
05119,0.16042699,10,0.560221236,344,347,12,28.3,
05121,0.284559786,1,0.512207615,8,10,12.7,30.3,
05123,0.297408826,1,0.81787427,10,12,16.4,34.8,
05125,0.103699479,2,0.276531944,64,39,11.8,29.6,
05127,0.187038249,0,0.374076499,4,5,11.4,31.2,
05129,0.378357927,0,0.504477235,4,3,13.4,30.1,
05131,0.149870638,5,0.473275699,96,100,12.9,29.8,
05133,0.229542064,1,0.803397223,7,11,12.2,32.8,
05135,0.177451792,1,0.354903585,9,17,15.2,26.7,
05137,0.160076837,1,0.400192092,10,8,12.7,29.7,
05139,0.149153554,1,0.870062396,27,28,13.5,29.7,
05141,0.0593437,1,0.593436591,6,12,12.9,29.2,
05143,0.149461937,4,0.317040472,157,193,9.1,27.4,
05145,0.152687296,1,0.508957655,60,46,10.1,29,
05147,0.289435601,0,0.868306802,4,2,14.7,32.3,
05149,0.091112022,1,0.592228145,9,5,12.9,32.9,
06001,0.234027615,6,0.194298789,1236,1556,8.5,19.5,
06003,0,0,0,2,1,10.3,24.6,
06005,0.326601709,0,0.326601709,14,40,10.2,24.6,
06007,0.205136438,1,0.312164145,149,140,10.2,24.4,
06009,0.268913589,0,0.470598781,29,38,10,24.4,
06011,0.420187684,0,0.653625286,9,15,9.6,24.6,
06013,0.176363828,5,0.185361982,644,752,9.4,24.6,
06015,0.257239453,1,0.146993973,10,21,8.4,28.5,
06017,0.18024218,0,0.311327402,108,174,7.5,20.3,
06019,0.258806138,8,0.301250344,599,511,9.4,28.4,
06021,0.321945985,1,0.500804865,14,15,8.4,28.5,
06023,0.333805606,1,0.318969802,92,134,8.8,25.1,
06025,0.189847619,4,0.379695239,101,78,8.3,26.7,
06027,0.217273221,0,0.814774579,14,30,9.4,22.7,
06029,0.211527929,6,0.314433408,550,438,9.3,29,
06031,0.206296708,1,0.252879835,87,45,7.5,29.4,
06033,0.342764552,0,0.514146828,33,42,10.1,25.8,
06035,0.220479385,0,0.472455825,13,15,7.6,28.4,
06037,0.205205153,51,0.190872423,7798,7821,9.1,20.9,
06039,0.245878303,0,0.317053601,78,53,7.9,28.7,
06041,0.272291467,1,0.157238734,185,314,7.9,16.3,
06043,0.565546884,0,0.452437507,8,13,10.7,23.8,
06045,0.534887162,0,0.421081383,52,111,8.4,21,
06047,0.240282632,3,0.285335626,129,92,9.2,31.4,
06049,0.554139421,0,0.554139421,3,8,10.4,22.8,
06051,0.357219404,0,0.85732657,17,37,7.4,20.7,
06053,0.261971883,5,0.255016877,252,374,7.6,22.7,
06055,0.296469891,2,0.268234663,79,143,8.4,22,
06057,0.273022357,0,0.343805932,62,92,7.7,21.3,
06059,0.168175958,25,0.199013516,2790,2699,8,18.8,
06061,0.177565417,3,0.320155827,311,306,9,18.9,
06063,0.537461034,0,0.752445448,10,38,9.8,23.1,
06065,0.157560026,27,0.191476217,1426,1178,9,26.2,
06067,0.180158783,18,0.242910718,1009,969,8.4,26.7,
06069,0.154461359,0,0.188786105,27,34,7.6,25,
06071,0.153364142,16,0.226259444,1434,1013,9.2,28.6,
06073,0.190903377,25,0.223078104,2632,2472,7.7,21.7,
06075,0.425821936,1,0.125517761,924,1893,7.9,16.3,
06077,0.220794665,10,0.229179273,442,357,10.3,30.3,
06079,0.261570931,1,0.318901545,222,327,8.5,21.6,
06081,0.229375637,4,0.189828113,552,779,8.3,19.4,
06083,0.301814518,2,0.220120363,326,395,7.1,19,
06085,0.184735077,11,0.195291367,1434,1648,8.4,20.2,
06087,0.261217642,1,0.21338906,178,265,7,17.1,
06089,0.205779627,3,0.467175369,125,120,9.4,27.2,
06091,0.333000333,0,0.666000666,1,3,9.6,24.3,
06093,0.435500138,1,0.687631796,28,47,8.6,25.3,
06095,0.160044163,7,0.266740272,280,240,9.8,28,
06097,0.277837743,2,0.271841245,295,512,7.9,20,
06099,0.25188112,4,0.268798508,337,288,9.7,30.2,
06101,0.239965779,2,0.3964652,64,44,8.6,25.3,
06103,0.15856153,0,0.443972283,34,34,11.2,23.5,
06105,0.759301443,0,0.53151101,10,12,10.1,23.3,
06107,0.266260438,4,0.349194017,228,206,8,31.6,
06109,0.260073192,0,0.408686445,29,53,10.1,22.2,
06111,0.204448709,4,0.217448338,604,590,7.6,23.5,
06113,0.192687509,2,0.255310949,144,148,6.9,27.2,
06115,0.162236703,1,0.324473407,29,23,7.6,31.7,
08001,0.13729463,11,0.253787044,316,225,7.2,24.3,
08003,0.247264635,1,0.49452927,14,15,6.7,21,
08005,0.151901762,15,0.240780452,457,466,6.3,18.6,
08007,0.245017968,0,0.490035936,7,25,5.9,15.7,
08009,0.274348422,0,0.548696845,1,1,7.6,25.2,
08011,0.355239787,0,0.710479574,1,2,7,21.4,
08013,0.191489565,5,0.232978971,258,345,4.1,13.2,
08014,0.112652483,2,0.225304966,68,47,5.5,20.2,
08015,0.381201329,1,0.980231988,17,41,6.4,14.9,
08017,1.068947087,0,1.068947087,0,2,6.5,18.7,
08019,0.108849461,0,1.088494612,11,20,7.9,21.6,
08021,0.362976407,0,0.241984271,1,3,6,17.3,
08023,0.560538117,0,1.121076233,0,4,8.3,19.1,
08025,0.186567164,0,0.186567164,0,1,6,20,
08027,0.45861041,0,0.45861041,1,9,6.8,17.7,
08029,0.200870439,1,0.368262471,16,35,7.6,18.8,
08031,0.180760459,8,0.323862489,582,819,6,17,
08033,0.505561173,0,0.505561173,0,5,7.5,19.7,
08035,0.082634647,9,0.181160572,204,189,5.3,16,
08037,0.340129627,2,0.359025718,46,128,3.3,12.9,
08039,0.0413309,1,0.247985121,7,13,5.2,19.4,
08041,0.088919835,14,0.271280853,451,394,7,19.5,
08043,0.129026709,1,0.344071223,15,36,8.1,21.2,
08045,0.19143419,1,0.469883921,46,83,4.7,14.8,
08047,0.170910955,0,0.170910955,0,2,6.3,17.4,
08049,0.34373711,0,0.824969064,16,53,5.6,17.4,
08051,0.317965024,0,0.317965024,14,49,4.6,14.9,
08053,2.544529262,0,3.816793893,0,6,6.6,18,
08055,0.619003405,0,0.773754256,4,7,7.6,18.8,
08057,1.432664756,0,1.432664756,0,2,6.6,21.6,
08059,0.111011042,14,0.275737104,424,455,5.4,17.7,
08061,1.426533524,0,0.713266762,0,2,7.7,19.5,
08063,0.619425173,0,0.495540139,8,7,7.3,24.9,
08065,0.271849939,0,0.815549817,5,10,5.4,18.1,
08067,0.203745207,1,0.444534998,46,68,4.8,14.3,
08069,0.114154547,8,0.283843738,252,283,5.2,17,
08071,0.284656988,1,0.569313977,11,12,7.7,21.4,
08073,0.54446461,0,1.08892922,3,8,7.6,21.6,
08075,0.133191263,1,0.3551767,13,15,7,22.6,
08077,0.134902701,3,0.330511618,91,98,7.2,20.4,
08079,1.432664756,0,2.865329513,1,5,6.8,18.8,
08081,0.15470297,1,0.696163366,5,15,6.3,20.6,
08083,0.271612603,1,0.465621605,14,37,6.5,21.2,
08085,0.22019426,1,0.195728231,22,31,8.1,16.4,
08087,0.211804575,1,0.5648122,11,25,7.4,23.5,
08089,0.216356556,1,0.757247945,11,17,6.8,24.6,
08091,0.64808814,0,0.64808814,6,18,6.7,18.2,
08093,0.244723157,0,0.367084735,5,15,6.7,16.6,
08095,0.916800367,0,0.687600275,2,8,7.8,20.9,
08097,0.397140588,0,0.340406218,19,77,5.1,13.7,
08099,0.249293668,1,0.747881004,10,6,8.4,20.2,
08101,0.105019305,4,0.358301158,97,129,9.1,23.3,
08103,0.149097957,0,0.894587744,5,9,6,16.5,
08105,0.344619626,0,0.689239252,5,12,6.9,19.5,
08107,0.377121307,0,0.419023675,25,69,4.1,11.7,
08109,0.645577792,0,0.645577792,1,4,7,20.7,
08111,1.388888889,0,1.388888889,4,10,6.7,18.3,
08113,0.892857143,0,0.510204082,12,30,5,15.3,
08115,0.425894378,0,0,1,4,8,21.4,
08117,0.374098762,0,0.646170589,48,118,4.1,13,
08119,0.171020565,1,0.513061696,14,21,6.9,18,
08121,0.209205021,0,0.627615063,2,2,6.5,21.7,
08123,0.104440523,4,0.270104801,149,153,6.4,23.9,
08125,0.392079984,0,0.392079984,2,13,6.1,22.6,
09001,0.228465537,5,0.262312283,659,967,7.6,18.4,
09003,0.272833065,6,0.356353391,599,784,9.6,22.6,
09005,0.216224398,1,0.367581476,96,198,6.7,20.3,
09007,0.206131815,0,0.345573926,106,176,8.4,22.8,
09009,0.23221333,10,0.350642128,652,760,9,25.3,
09011,0.157120098,3,0.401935135,188,275,9.2,23.5,
09013,0.099096897,0,0.290684231,67,95,7.2,22.5,
09015,0.179490248,2,0.384621959,62,82,10.1,28.4,
10001,0.139545431,3,0.343049184,88,87,12.8,32.4,
10003,0.164623049,5,0.307537565,385,393,9,27.2,
10005,0.237136529,4,0.388903908,142,291,13.2,28.9,
11001,0.300504027,2,0.280773965,839,806,8.1,21.2,
12001,0.144317029,2,0.507059833,193,193,8.3,25.9,
12003,0.147639612,1,0.738198059,16,13,13,30.6,
12005,0.14526357,5,0.720730787,136,191,11.2,25.5,
12007,0.149801513,1,0.823908321,16,11,14.4,33.1,
12009,0.145451934,12,0.533323756,343,480,11.7,25.1,
12011,0.200081852,28,0.394278943,1286,1477,9.5,22.2,
12013,0.275254611,0,0.275254611,7,8,15.5,29.8,
12015,0.112777046,6,0.320524235,74,126,14.1,25.3,
12017,0.129146129,3,0.495060161,47,85,14.6,28.6,
12019,0.105106157,5,0.385389243,119,100,12,27.5,
12021,0.177764015,7,0.292450477,185,405,8.6,21.2,
12023,0.117894985,1,0.840001768,40,41,12.7,29.2,
12027,0.14280818,1,0.456986176,11,11,13.7,29.6,
12029,0.188596216,0,0.502923241,8,4,14,30.5,
12031,0.182689501,20,0.494598406,739,696,11.2,27.3,
12033,0.141634397,6,0.502158315,188,203,12.4,28.5,
12035,0.166002656,2,0.302710726,37,73,12.4,25.5,
12037,0.507829031,0,0.761743546,5,22,11,27.3,
12039,0.21607139,1,0.669821309,19,14,17.1,34,
12041,0.176501736,0,0.411837383,6,4,8.4,30.7,
12043,0,0,0.440044004,2,3,13.8,31.7,
12045,0.250878073,0,0.37631711,7,11,11.1,26,
12047,0.142369021,0,1.210136674,7,3,13,32,
12049,0.364046744,1,0.618879464,9,8,12.6,35.4,
12051,0.311647838,1,0.597325023,22,16,13.7,31.9,
12053,0.130789571,4,0.363936197,82,107,13.4,25.3,
12055,0.142513946,2,0.488619243,40,56,14.2,25.8,
12057,0.201322193,23,0.453544714,837,875,10.4,26.1,
12059,0.152671756,0,0.763358779,4,10,14.2,29.5,
12061,0.193430279,3,0.442126351,78,117,11.4,21.1,
12063,0.163931067,1,0.655724268,27,25,12.4,31.1,
12065,0.213523132,0,1.423487544,6,5,11.7,30.1,
12067,0.113186191,0,0.452744765,2,2,13.2,31.6,
12069,0.129874244,7,0.456143685,141,208,14.7,24.4,
12071,0.170710494,16,0.379683685,355,603,9.9,24.9,
12073,0.144372297,7,0.433116892,254,217,8.3,27.3,
12075,0.227198142,1,0.75732714,17,25,14.1,29.1,
12077,0.358851675,0,0.598086124,0,4,13.4,33.9,
12079,0.162004536,0,0.918025705,9,6,15.6,32,
12081,0.142148027,8,0.375270792,180,270,10.6,23.8,
12083,0.162162003,6,0.536608809,162,176,12.6,26,
12085,0.215135079,2,0.475904871,103,177,11.3,20.2,
12086,0.248979111,23,0.330470011,1640,2031,7.9,22.4,
12087,0.311138768,0,0.77784692,70,216,8.6,20.1,
12089,0.117464337,1,0.57427009,49,66,10.8,25.6,
12091,0.122129946,5,0.524141019,149,202,9.7,24.1,
12093,0.306521239,1,0.638585915,17,26,11.6,29.5,
12095,0.179568891,21,0.415801743,948,1049,8.8,23.7,
12097,0.164404228,9,0.370715416,185,215,12,26.3,
12099,0.192457663,21,0.351288894,910,1174,10.5,20.4,
12101,0.133929215,10,0.381183151,190,268,12.2,24,
12103,0.206801422,12,0.465836192,613,868,10.8,25.8,
12105,0.146540232,11,0.469559024,290,297,14.3,29.9,
12107,0.180197663,1,0.706929293,28,28,12.2,30.1,
12109,0.128488108,1,0.325809131,133,211,9,21.8,
12111,0.123699438,6,0.333301263,138,157,11.5,25.6,
12113,0.091786908,3,0.385505012,83,71,9,23.1,
12115,0.221683688,7,0.330006399,184,455,11.1,19.7,
12117,0.142367734,9,0.370608068,307,333,10,24.2,
12119,0.113686052,2,0.349803236,27,65,14.9,26.7,
12121,0.136295489,1,0.726909273,22,16,13.5,31.5,
12123,0.132849172,1,0.929944203,10,9,15.4,30.9,
12125,0,0,0.460829493,3,1,12.5,34.2,
12127,0.126100672,10,0.535927855,269,445,12.4,24.1,
12129,0.127258844,1,0.349961822,10,21,11.7,29.6,
12131,0.146270112,2,0.633837153,45,110,11.6,25.3,
12133,0.122694368,1,0.654369964,17,11,12.9,29.3,
13001,0.0539374,1,0.593311758,13,9,12.9,30.6,
13003,0.364830354,1,0.972880944,4,1,11.5,29.4,
13005,0.177289247,0,1.241024732,7,4,10.4,29,
13007,0.307219662,0,0.307219662,0,0,14.8,32.7,
13009,0.152475549,1,0.80594219,40,30,14,32,
13011,0,1,0.655916917,14,17,11.1,27.9,
13013,0.177498635,1,0.696340797,40,29,11.3,28.9,
13015,0.137611072,1,0.786348982,58,65,12.1,28.7,
13017,0.171781951,1,0.916170408,14,11,12.4,31.7,
13019,0.320855615,0,0.588235294,9,8,14.2,30.9,
13021,0.227413015,4,1.124070043,173,114,12.7,30.6,
13023,0.234466589,0,0.781555295,5,4,13.6,29.7,
13025,0.217190639,0,0.705869577,6,3,10.9,28.2,
13027,0.194577766,0,0.778311065,7,5,14.5,31.5,
13029,0.206453135,0,0.855305846,27,26,12.3,28.7,
13031,0.152593394,1,0.693606337,56,51,12,30.4,
13033,0.176141618,1,0.748601876,8,9,14.7,33.9,
13035,0.128380692,0,1.027045532,12,11,11.7,29.9,
13037,0.154726907,0,0.618907628,1,5,14.4,33.4,
13039,0.096103946,1,0.672727622,35,44,10.9,27.6,
13043,0.367376929,0,1.285819251,12,6,13.7,30.1,
13045,0.210354711,2,0.771300606,81,85,11.3,31.3,
13047,0.121912193,3,0.380975602,46,29,12.2,29.9,
13049,0.155074824,0,0.620299294,6,4,11.6,29.6,
13051,0.197615208,6,0.652835955,289,326,11,28.8,
13053,0.084480865,0,0.16896173,2,1,6.4,30.8,
13055,0.280684871,1,1.082641646,10,9,11,27.4,
13057,0.164512847,6,0.294391411,148,141,8.7,24.5,
13059,0.206717492,2,0.537465478,120,126,8.3,26.9,
13061,0.644745326,0,0.644745326,0,2,17.2,33.4,
13063,0.201837469,7,0.594299213,189,86,11.6,33.7,
13065,0.146391451,0,1.317523057,5,2,12.9,29.9,
13067,0.146378634,12,0.326957883,603,550,8.5,24.2,
13069,0.186867861,1,0.981056271,29,15,11.5,29.8,
13071,0.281983428,1,0.759186152,26,20,12.8,31.6,
13073,0.129257416,3,0.272876767,72,83,10.4,27.1,
13075,0.232369002,0,0.929476008,13,5,12.2,31.4,
13077,0.132771758,3,0.368810439,66,66,10.6,28.4,
13079,0.080729797,0,0.565108582,1,2,13.1,30,
13081,0.610447371,1,1.133687974,18,13,14.2,31.6,
13083,0.244066142,0,1.281347245,8,7,12.2,26.4,
13085,0.130679096,1,0.566276081,17,14,10.5,26.8,
13087,0.220426157,1,1.0286554,21,15,12.1,31.6,
13089,0.211864113,11,0.477732805,595,548,10,26.7,
13091,0.333714722,1,0.85812357,13,5,13.5,32,
13093,0,0,1.339159853,6,2,14.8,33.3,
13095,0.205612129,3,0.97395219,92,58,12.4,32.6,
13097,0.100881997,3,0.482792414,85,73,12,29.4,
13099,0.381279192,0,1.429796969,5,14,15.6,30.6,
13101,0,0,0.499625281,0,1,10.9,28.7,
13103,0.072172203,1,0.559334572,24,22,13.5,31.4,
13105,0.308673732,0,0.926021196,11,5,13,31.7,
13107,0.131839156,1,0.791034937,12,15,11.6,31.8,
13109,0.275279868,0,0.91759956,5,6,13.4,30.2,
13111,0.378899507,0,0.463099398,20,25,12.2,26.3,
13113,0.155018967,2,0.382988036,95,91,12.9,25.4,
13115,0.197786869,3,0.791147476,75,60,13.6,30.6,
13117,0.176209729,6,0.352419457,130,130,10.8,24.4,
13119,0.224577794,0,0.71864894,15,18,12.4,27.1,
13121,0.204753698,12,0.371367002,1147,1110,8.7,23.5,
13123,0.242811058,1,0.450934823,21,27,12.4,26.9,
13125,0.327546675,0,0.655093351,0,1,11.8,27.1,
13127,0.243383024,2,0.657134165,90,101,11.5,28.4,
13129,0.19626385,1,0.660160223,35,27,10.2,28.8,
13131,0.197168658,1,0.749240901,16,5,12.1,31.4,
13133,0.363856883,0,1.091570649,7,16,15.4,30.9,
13135,0.165162737,16,0.389556248,673,672,8.3,26.3,
13137,0.137136588,1,0.731395136,30,28,11.4,27.5,
13139,0.178233496,5,0.545184812,111,108,10.9,27.2,
13141,0.235045246,0,0.940180985,7,2,15.8,35.2,
13143,0.139659928,1,0.837959568,19,18,11.2,27.8,
13145,0.152086629,0,0.577929188,8,13,13.2,29.7,
13147,0.157623044,1,0.551680656,12,11,13.5,28.3,
13149,0.086184607,0,0.689476859,4,2,12,28,
13151,0.121569746,6,0.556415376,152,121,13.5,28.7,
13153,0.093889787,3,0.784650361,125,78,13.2,29.6,
13155,0.109841828,0,0.768892794,4,3,12.4,31.5,
13157,0.096977534,0,0.64651689,34,31,11.2,26.9,
13159,0.22334723,0,0.372245384,3,7,12.6,29.7,
13161,0.26919712,1,0.874890639,8,4,12.8,29.2,
13163,0.368731563,0,1.167649951,11,7,16.7,35.1,
13165,0.109589041,0,0.657534247,6,3,12.1,32.3,
13167,0.206164313,0,0.412328626,6,2,12.7,32.6,
13169,0.069475805,0,0.451592733,7,14,12.4,29.1,
13171,0.219695721,0,0.549239304,8,9,11.7,29.8,
13173,0.096404126,1,0.48202063,4,5,11.4,29.9,
13175,0.188083844,1,1.044910242,39,35,14.4,32.7,
13177,0.205542804,0,0.548114145,13,7,10.7,28.2,
